No;Datetime [local time]Europe/Berlin;Datetime [UTC];P1 [bar] - 207265-300mH2O;TOB1 [°C] - 207265-300mH2O;Conductivity raw [mS/cm] - 207265-300mH2O
37073;2026-08-19 18:47:51,100;2026-08-19T16:47:51,999Z;0,78907775879;21,21240234375;0,00017117709
37074;2026-08-19 18:47:52,100;2026-08-19T16:47:53,000Z;0,78907775879;21,21240234375;0,00017117709
37075;2026-08-19 18:47:54,0;2026-08-19T16:47:54,000Z;0,78907775879;21,1953125;0,00017117709
37076;2026-08-19 18:47:55,0;2026-08-19T16:47:54,999Z;0,78843688965;21,21240234375;0,00017117709
37077;2026-08-19 18:47:55,100;2026-08-19T16:47:55,999Z;0,78907775879;21,21240234375;0,00017117709
37078;2026-08-19 18:47:56,100;2026-08-19T16:47:57,000Z;0,78907775879;21,21240234375;0,00017117709
37079;2026-08-19 18:47:58,0;2026-08-19T16:47:57,999Z;0,78907775879;21,21240234375;0,00017117709
37080;2026-08-19 18:47:59,0;2026-08-19T16:47:58,999Z;0,78907775879;21,21240234375;0,00017117709
37081;2026-08-19 18:47:59,100;2026-08-19T16:47:59,999Z;0,78907775879;21,1953125;0,00017117709
37082;2026-08-19 18:48:00,100;2026-08-19T16:48:01,000Z;0,78843688965;21,1953125;0,00017117709
37083;2026-08-19 18:48:02,0;2026-08-19T16:48:02,000Z;0,78907775879;21,21240234375;0,00017117709
37084;2026-08-19 18:48:03,0;2026-08-19T16:48:02,999Z;0,78907775879;21,21240234375;0,00017117709
37085;2026-08-19 18:48:03,100;2026-08-19T16:48:04,000Z;0,78907775879;21,1953125;0,00017117709
37086;2026-08-19 18:48:04,100;2026-08-19T16:48:05,000Z;0,78907775879;21,1953125;0,00018187612
37087;2026-08-19 18:48:06,0;2026-08-19T16:48:05,999Z;0,78907775879;21,1953125;0,00017117709
37088;2026-08-19 18:48:06,100;2026-08-19T16:48:06,999Z;0,78907775879;21,21240234375;0,00018187612
37089;2026-08-19 18:48:07,100;2026-08-19T16:48:08,000Z;0,78907775879;21,1953125;0,00018187612
37090;2026-08-19 18:48:09,0;2026-08-19T16:48:09,000Z;0,78907775879;21,1953125;0,00017117709
37091;2026-08-19 18:48:10,0;2026-08-19T16:48:09,999Z;0,78970336914;21,21240234375;0,00017117709
37092;2026-08-19 18:48:11,0;2026-08-19T16:48:10,999Z;0,78970336914;21,1953125;0,00018187612
37093;2026-08-19 18:48:11,100;2026-08-19T16:48:12,000Z;0,78970336914;21,21240234375;0,00017117709
37094;2026-08-19 18:48:13,0;2026-08-19T16:48:13,000Z;0,78907775879;21,1953125;0,00017117709
37095;2026-08-19 18:48:14,0;2026-08-19T16:48:13,999Z;0,78907775879;21,1953125;0,00016047806
37096;2026-08-19 18:48:14,100;2026-08-19T16:48:14,999Z;0,78970336914;21,1953125;0,00017117709
37097;2026-08-19 18:48:15,100;2026-08-19T16:48:16,000Z;0,78907775879;21,1953125;0,00018187612
37098;2026-08-19 18:48:17,0;2026-08-19T16:48:17,000Z;0,7890625;21,1953125;0,00017117709
37099;2026-08-19 18:48:18,0;2026-08-19T16:48:17,999Z;0,78968811035;21,1953125;0,00017117709
37100;2026-08-19 18:48:18,100;2026-08-19T16:48:18,999Z;0,7890625;21,21240234375;0,00017117709
37101;2026-08-19 18:48:19,100;2026-08-19T16:48:20,000Z;0,7890625;21,1953125;0,00017117709
37102;2026-08-19 18:48:21,0;2026-08-19T16:48:21,000Z;0,7890625;21,17919921875;0,00017117709
37103;2026-08-19 18:48:22,0;2026-08-19T16:48:21,999Z;0,78843688965;21,1953125;0,00016047806
37104;2026-08-19 18:48:22,100;2026-08-19T16:48:22,999Z;0,7890625;21,1953125;0,00016047806
37105;2026-08-19 18:48:23,100;2026-08-19T16:48:24,000Z;0,7890625;21,1953125;0,00017117709
37106;2026-08-19 18:48:25,0;2026-08-19T16:48:24,999Z;0,7890625;21,1953125;0,00017117709
37107;2026-08-19 18:48:26,0;2026-08-19T16:48:25,999Z;0,7890625;21,1953125;0,00017117709
